2,participant2,gesture,0.0,5.514879941940308,1719586194.9979231,275.0,50.0,3.4594316186372973
3,participant2,gesture,0.0,2.1863789558410645,1719586197.196196,275.0,50.0,3.4594316186372973
4,participant2,gesture,0.0,2.1544148921966553,1719586199.362369,275.0,50.0,3.4594316186372973
5,participant2,gesture,0.0,2.054291009902954,1719586201.427398,275.0,50.0,3.4594316186372973
6,participant2,gesture,0.0,2.772977113723755,1719586204.227059,275.0,50.0,3.4594316186372973
7,participant2,gesture,0.0,2.056541919708252,1719586206.291774,275.0,50.0,3.4594316186372973
8,participant2,gesture,0.0,2.9249441623687744,1719586209.2244658,275.0,50.0,3.4594316186372973
9,participant2,gesture,0.0,5.792079925537109,1719586215.023137,275.0,50.0,3.4594316186372973
10,participant2,gesture,0.0,2.2600090503692627,1719586217.289124,275.0,50.0,3.4594316186372973
12,participant2,gesture,0.0,2.3803226947784424,1719586222.085801,350.0,50.0,3.807354922057604
13,participant2,gesture,0.0,6.180014133453369,1719586228.282927,350.0,50.0,3.807354922057604
14,participant2,gesture,0.0,2.532809019088745,1719586230.8170319,350.0,50.0,3.807354922057604
15,participant2,gesture,0.0,17.564414024353027,1719586248.408907,350.0,50.0,3.807354922057604
16,participant2,gesture,0.0,2.3225321769714355,1719586250.739139,350.0,50.0,3.807354922057604
17,participant2,gesture,0.0,2.859147071838379,1719586253.60888,350.0,50.0,3.807354922057604
18,participant2,gesture,0.0,2.522261142730713,1719586256.1381161,350.0,50.0,3.807354922057604
19,participant2,gesture,0.0,2.459625005722046,1719586258.6058419,350.0,50.0,3.807354922057604
20,participant2,gesture,0.0,2.575627088546753,1719586261.203617,350.0,50.0,3.807354922057604
22,participant2,gesture,0.0,60.75686812400818,1719586325.5751522,350.0,35.0,4.321928094887363
23,participant2,gesture,0.0,2.6358110904693604,1719586328.242687,350.0,35.0,4.321928094887363
24,participant2,gesture,0.0,12.58369517326355,1719586340.837538,350.0,35.0,4.321928094887363
25,participant2,gesture,0.0,8.588622808456421,1719586349.4325051,350.0,35.0,4.321928094887363
26,participant2,gesture,0.0,7.46034574508667,1719586356.896996,350.0,35.0,4.321928094887363
27,participant2,gesture,0.0,2.912384033203125,1719586359.82798,350.0,35.0,4.321928094887363
28,participant2,gesture,0.0,3.264910936355591,1719586363.093937,350.0,35.0,4.321928094887363
29,participant2,gesture,0.0,2.3319621086120605,1719586365.4270148,350.0,35.0,4.321928094887363
30,participant2,gesture,0.0,2.1987719535827637,1719586367.626945,350.0,35.0,4.321928094887363
32,participant2,gesture,0.0,1.9191319942474365,1719586371.5566342,275.0,35.0,3.9740047914670553
33,participant2,gesture,0.0,3.5185348987579346,1719586375.089449,275.0,35.0,3.9740047914670553
34,participant2,gesture,0.0,2.386122941970825,1719586377.487974,275.0,35.0,3.9740047914670553
35,participant2,gesture,0.0,3.187375068664551,1719586380.6874392,275.0,35.0,3.9740047914670553
36,participant2,gesture,0.0,2.387744188308716,1719586383.087316,275.0,35.0,3.9740047914670553
37,participant2,gesture,0.0,2.2544639110565186,1719586385.353333,275.0,35.0,3.9740047914670553
38,participant2,gesture,0.0,3.455188035964966,1719586388.8199198,275.0,35.0,3.9740047914670553
39,participant2,gesture,0.0,2.8547141551971436,1719586391.682959,275.0,35.0,3.9740047914670553
40,participant2,gesture,0.0,3.1250643730163574,1719586394.814284,275.0,35.0,3.9740047914670553
42,participant2,gesture,0.0,8.461105108261108,1719586405.677067,350.0,20.0,5.129283016944966
43,participant2,gesture,0.0,3.1970930099487305,1719586408.8753762,350.0,20.0,5.129283016944966
44,participant2,gesture,0.0,3.0485546588897705,1719586411.9393852,350.0,20.0,5.129283016944966
45,participant2,gesture,0.0,2.6010258197784424,1719586414.541555,350.0,20.0,5.129283016944966
46,participant2,gesture,0.0,2.4318110942840576,1719586417.003432,350.0,20.0,5.129283016944966
47,participant2,gesture,0.0,2.753592014312744,1719586419.770195,350.0,20.0,5.129283016944966
48,participant2,gesture,0.0,3.5863990783691406,1719586423.369652,350.0,20.0,5.129283016944966
49,participant2,gesture,0.0,2.503493070602417,1719586425.900612,350.0,20.0,5.129283016944966
50,participant2,gesture,0.0,2.3058178424835205,1719586428.235734,350.0,20.0,5.129283016944966
52,participant2,gesture,0.0,2.391299247741699,1719586436.963705,200.0,20.0,4.321928094887363
53,participant2,gesture,0.0,1.9089350700378418,1719586438.896435,200.0,20.0,4.321928094887363
54,participant2,gesture,0.0,1.9262151718139648,1719586440.827958,200.0,20.0,4.321928094887363
55,participant2,gesture,0.0,2.5110509395599365,1719586443.3609972,200.0,20.0,4.321928094887363
56,participant2,gesture,0.0,2.261234760284424,1719586445.62816,200.0,20.0,4.321928094887363
57,participant2,gesture,0.0,2.3106281757354736,1719586447.9589949,200.0,20.0,4.321928094887363
58,participant2,gesture,0.0,1.728952169418335,1719586449.691308,200.0,20.0,4.321928094887363
59,participant2,gesture,0.0,1.5134248733520508,1719586451.2234628,200.0,20.0,4.321928094887363
60,participant2,gesture,0.0,2.1318838596343994,1719586453.3565361,200.0,20.0,4.321928094887363
62,participant2,gesture,0.0,6.248594284057617,1719586462.019221,275.0,20.0,4.78135971352466
63,participant2,gesture,0.0,2.9021339416503906,1719586464.951172,275.0,20.0,4.78135971352466
64,participant2,gesture,0.0,2.3869268894195557,1719586467.351927,275.0,20.0,4.78135971352466
65,participant2,gesture,0.0,3.052493095397949,1719586470.419043,275.0,20.0,4.78135971352466
66,participant2,gesture,0.0,2.118622064590454,1719586472.550207,275.0,20.0,4.78135971352466
67,participant2,gesture,0.0,2.1873779296875,1719586474.746208,275.0,20.0,4.78135971352466
68,participant2,gesture,0.0,1.790818214416504,1719586476.546922,275.0,20.0,4.78135971352466
69,participant2,gesture,0.0,1.8574249744415283,1719586478.412759,275.0,20.0,4.78135971352466
70,participant2,gesture,0.0,3.024704933166504,1719586481.446107,275.0,20.0,4.78135971352466
72,participant2,gesture,0.0,3.0609560012817383,1719586486.310286,200.0,50.0,3.0
73,participant2,gesture,0.0,1.3769900798797607,1719586487.708522,200.0,50.0,3.0
74,participant2,gesture,0.0,1.3287010192871094,1719586489.0429518,200.0,50.0,3.0
75,participant2,gesture,0.0,1.3943748474121094,1719586490.441969,200.0,50.0,3.0
76,participant2,gesture,0.0,1.4451310634613037,1719586491.90698,200.0,50.0,3.0
77,participant2,gesture,0.0,1.7136280536651611,1719586493.6404622,200.0,50.0,3.0
78,participant2,gesture,0.0,1.5302889347076416,1719586495.1726348,200.0,50.0,3.0
79,participant2,gesture,0.0,1.7307183742523193,1719586496.904518,200.0,50.0,3.0
80,participant2,gesture,0.0,1.2489912509918213,1719586498.1702359,200.0,50.0,3.0
82,participant2,gesture,0.0,1.3976049423217773,1719586501.1037319,200.0,35.0,3.5145731728297585
83,participant2,gesture,0.0,2.916020154953003,1719586504.0403671,200.0,35.0,3.5145731728297585
84,participant2,gesture,0.0,1.462528944015503,1719586505.504709,200.0,35.0,3.5145731728297585
85,participant2,gesture,0.0,1.7475931644439697,1719586507.267454,200.0,35.0,3.5145731728297585
86,participant2,gesture,0.0,2.985316276550293,1719586510.267501,200.0,35.0,3.5145731728297585
