2,participant1,mouse_latency,0.15,1.220757007598877,1719509084.662714,275.0,50.0,3.4594316186372973
3,participant1,mouse_latency,0.15,0.9987161159515381,1719509085.674214,275.0,50.0,3.4594316186372973
4,participant1,mouse_latency,0.15,1.2886130809783936,1719509086.971458,275.0,50.0,3.4594316186372973
5,participant1,mouse_latency,0.15,1.0246140956878662,1719509088.017289,275.0,50.0,3.4594316186372973
6,participant1,mouse_latency,0.15,0.9458949565887451,1719509088.964531,275.0,50.0,3.4594316186372973
7,participant1,mouse_latency,0.15,1.264883041381836,1719509090.231554,275.0,50.0,3.4594316186372973
8,participant1,mouse_latency,0.15,1.1142759323120117,1719509091.3716118,275.0,50.0,3.4594316186372973
9,participant1,mouse_latency,0.15,1.0738439559936523,1719509092.447393,275.0,50.0,3.4594316186372973
10,participant1,mouse_latency,0.15,0.9972569942474365,1719509093.4731698,275.0,50.0,3.4594316186372973
12,participant1,mouse_latency,0.15,1.0281939506530762,1719509095.529485,350.0,50.0,3.807354922057604
13,participant1,mouse_latency,0.15,0.9664947986602783,1719509096.4988852,350.0,50.0,3.807354922057604
14,participant1,mouse_latency,0.15,0.9962890148162842,1719509097.522204,350.0,50.0,3.807354922057604
15,participant1,mouse_latency,0.15,1.0396232604980469,1719509098.5668638,350.0,50.0,3.807354922057604
16,participant1,mouse_latency,0.15,0.9269800186157227,1719509099.513175,350.0,50.0,3.807354922057604
17,participant1,mouse_latency,0.15,0.9976160526275635,1719509100.540101,350.0,50.0,3.807354922057604
18,participant1,mouse_latency,0.15,1.1709160804748535,1719509101.716513,350.0,50.0,3.807354922057604
19,participant1,mouse_latency,0.15,1.1456449031829834,1719509102.888782,350.0,50.0,3.807354922057604
20,participant1,mouse_latency,0.15,1.2392287254333496,1719509104.139175,350.0,50.0,3.807354922057604
22,participant1,mouse_latency,0.15,1.5654447078704834,1719509106.645157,350.0,35.0,4.321928094887363
23,participant1,mouse_latency,0.15,1.2840192317962646,1719509107.9304729,350.0,35.0,4.321928094887363
24,participant1,mouse_latency,0.15,1.1974000930786133,1719509109.130432,350.0,35.0,4.321928094887363
25,participant1,mouse_latency,0.15,1.3300490379333496,1719509110.4734552,350.0,35.0,4.321928094887363
26,participant1,mouse_latency,0.15,0.9205379486083984,1719509111.395253,350.0,35.0,4.321928094887363
27,participant1,mouse_latency,0.15,0.8489017486572266,1719509112.2597802,350.0,35.0,4.321928094887363
28,participant1,mouse_latency,0.15,1.0347378253936768,1719509113.306299,350.0,35.0,4.321928094887363
29,participant1,mouse_latency,0.15,1.2041730880737305,1719509114.511779,350.0,35.0,4.321928094887363
30,participant1,mouse_latency,0.15,0.9647088050842285,1719509115.477827,350.0,35.0,4.321928094887363
32,participant1,mouse_latency,0.15,1.1803009510040283,1719509117.7726169,275.0,35.0,3.9740047914670553
